PRODUTO;UNIDADE;ANO;REGIAO;ESTADO;JAN;FEV;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;TOTAL
TERRA;b;2014;REGIAO NORDESTE;SERGIPE;880036,4798;795156,0997;883472,4367;853417,8678;870686,2085;848948,845;844284,4199;841924,333;826691,1881;849910,1858;798877,0803;839523,7103;10132928,85
TERRA;b;2014;REGIAO NORDESTE;BAHIA;1339450,404;1203116,961;1353281,473;1291268,569;1341909,39;1262355,754;1331205,859;1314380,44;1279489,918;1322803,077;1279363,185;1313076,36;15631701,39
TERRA;b;2014;REGIAO SUDESTE;ESPIRITO SANTO;334914,0258;417110,3492;442021,6623;435318,0607;456998,7396;444078,3484;469558,7587;467873,9765;433459,3043;466059,4887;429263,8583;438259,7207;5234916,293
TERRA;b;2015;REGIAO NORTE;AMAZONAS;850448,0405;770424,0458;822690,3542;782957,8131;805429,9205;789580,6686;823723,3926;815814,9629;793732,069;793503,057;772109,4633;780169,9806;9600583,768
TERRA;b;2015;REGIAO NORDESTE;MARANHAO;480,2868725;453,2198702;379,5900335;382,7273907;254,7481235;347,8388839;291,2894036;213,9725432;424,7752738;356,2471019;636,2142815;260,2213903;4481,131169
TERRA;b;2015;REGIAO NORDESTE;CEARA;41092,0269;38705,19496;45806,61688;38139,31333;40017,02289;43543,43632;48838,6764;47274,11132;46923,97647;48740,9642;48256,13936;45900,64325;533238,1223
TERRA;b;2015;REGIAO NORDESTE;RIO GRANDE DO NORTE;1537631,038;1417249,491;1539980,427;1481055,007;1546186,206;1501593,838;1543467,254;1525330,486;1483921,389;1568137,364;1509952,623;1592098,514;18246603,64
TERRA;b;2015;REGIAO NORDESTE;ALAGOAS;118867,9076;120712,4351;134389,9818;126317,0005;133699,0517;123068,9279;155044,4817;151008,5846;138456,7215;138065,008;75876,11562;140077,6388;1555583,855
TERRA;b;2015;REGIAO NORDESTE;SERGIPE;819192,0247;725896,4864;813577,2249;807305,7475;812166,3274;754387,2481;755963,5836;770121,8578;749209,6622;791558,9601;624065,4266;747867,8791;9171312,428
TERRA;b;2015;REGIAO NORDESTE;BAHIA;1268445,517;1143858,231;1258050,591;1184253,833;1231012,594;1189629,093;1212493,402;1175604,175;1144392,244;1183274,479;1043373,902;1155284,669;14189672,73
TERRA;b;2015;REGIAO SUDESTE;ESPIRITO SANTO;448022,7134;395425,4164;432389,3529;410153,2644;422692,7869;388058,7092;397574,5187;424926,519;427427,404;439006,4802;441668,9087;438839,8444;5066185,918
TERRA;b;2016;REGIAO NORTE;AMAZONAS;776267,468;724204,006;760006,4222;743201,4337;768410,4261;740097,5382;725093,7626;722291,2119;670123,2762;626963,6692;639850,2949;664092,858;8560602,367
TERRA;b;2016;REGIAO NORDESTE;MARANHAO;626,9670028;694,7214651;717,4125837;942,4753828;918,7789639;1134,109414;1768,082259;1310,126162;1132,220396;1689,938918;1738,007721;1172,235475;13845,07574
TERRA;b;2016;REGIAO NORDESTE;CEARA;47758,10591;48450,36869;53767,72375;52342,21379;52766,92692;51170,58572;48970,0894;43896,35756;42153,73425;42207,20392;40171,48176;43146,80719;566801,5988
TERRA;b;2016;REGIAO NORDESTE;RIO GRANDE DO NORTE;1591935,122;1477227,179;1597916,711;1531369,657;1597997,834;1519324,438;1551443,824;1552864,55;1464941,179;1471135,537;1408090,229;1411955,899;18176202,16
TERRA;b;2016;REGIAO NORDESTE;ALAGOAS;141618,6222;129342,0471;131634,3892;127342,4475;149756,4684;132247,0574;123130,6614;107417,5792;112115,286;116204,3314;114708,4513;113103,2498;1498620,591
TERRA;b;2016;REGIAO NORDESTE;SERGIPE;729185,7583;688878,4299;735547,4937;701528,7111;702588,4517;687422,0767;682935,1893;651739,3512;640452,1439;623801,2571;686365,923;656382,0206;8186826,806
TERRA;b;2016;REGIAO NORDESTE;BAHIA;1152666,068;1080025,635;1109886,844;1083287,536;1098307,083;1059446,283;1114982,777;1065157,153;1066541,213;1083429,943;1038864,421;1041847,305;12994442,26
TERRA;b;2016;REGIAO SUDESTE;ESPIRITO SANTO;416915,3242;417246,5415;413365,0166;387295,2111;405204,9915;387388,8611;389182,8671;377346,4575;382294,1737;372874,3751;356948,453;384201,7445;4690264,017
TERRA;b;2017;REGIAO NORTE;AMAZONAS;653510,5042;576568,5794;624128,9777;620952,5607;620580,0153;623307,9059;689309,9642;660903,7985;640645,8929;619206,0063;562962,7769;589889,0761;7481966,058
TERRA;b;2017;REGIAO NORDESTE;MARANHAO;1479,225439;470,9531089;38,22569129;10,4543561;83,87681778;683,1620523;1714,270104;1502,409679;1808,754246;1691,919579;1751,056058;2186,59609;13420,90322
TERRA;b;2017;REGIAO NORDESTE;CEARA;41480,62394;35216,47637;37574,10472;36509,25246;37360,63486;36721,82917;39176,95587;37876,27977;34931,76812;38561,2904;35932,75993;36569,50255;447911,4781
TERRA;b;2017;REGIAO NORDESTE;RIO GRANDE DO NORTE;1400006,383;1271556,877;1374228,377;1294394,741;1339619,826;1272678,632;1262362,729;1256387,709;1201718,732;1224158,833;1145987,353;1161602,205;15204702,4
TERRA;b;2017;REGIAO NORDESTE;ALAGOAS;90389,72785;86667,57447;97874,0356;91440,64811;105210,7812;97843,61361;92688,06052;101175,8216;98509,15269;101765,1067;92492,29044;82905,09409;1138961,907
TERRA;b;2017;REGIAO NORDESTE;SERGIPE;638809,0413;550361,746;580281,3775;517256,432;592978,648;531525,9042;539199,23;528563,671;520171,3725;542221,0319;511738,3297;518856,7565;6571963,541
TERRA;b;2017;REGIAO NORDESTE;BAHIA;1046401,99;926760,5304;1004564,022;958289,9432;981587,2514;917862,6209;978357,8069;981217,6288;952354,302;993990,3788;937390,8455;952283,1569;11631060,48
TERRA;b;2017;REGIAO SUDESTE;ESPIRITO SANTO;360629,5881;314371,4735;319792,2732;295233,4291;308917,8007;316316,3226;332390,7143;317633,844;309234,8721;348030,3657;333609,0582;334827,7273;3890987,469
TERRA;b;2018;REGIAO NORTE;AMAZONAS;602317,489;608059,8969;639009,4102;630004,9811;667526,9055;632375,7992;615987,3847;631370,1214;605512,5238;618089,3134;600469,8574;611503,8823;7462227,565
TERRA;b;2018;REGIAO NORDESTE;MARANHAO;1550,894742;37,53796347;0;106,4313217;71,28876944;1670,514412;2321,395587;2804,449913;2442,185161;3018,474913;1206,715018;176,1074467;15405,99525
TERRA;b;2018;REGIAO NORDESTE;CEARA;31952,18448;29000,17537;32285,14815;32369,79642;27306,44276;38165,32799;34192,94816;34584,85364;32990,93402;32019,90687;29859,75339;29414,86255;384142,3338
TERRA;b;2018;REGIAO NORDESTE;RIO GRANDE DO NORTE;1163440,881;1020564,644;1108467,824;1067797,126;1080529,549;1043257,641;1092062,434;1014457,497;1028338,182;1073700,29;1051461,193;1085951,454;12830028,71
TERRA;b;2018;REGIAO NORDESTE;ALAGOAS;84408,99081;81306,37604;78015,42775;78098,08667;68155,76797;74414,52115;72449,68495;85543,39515;76951,99951;78100,78242;75582,67309;76455,90138;929483,6069
TERRA;b;2018;REGIAO NORDESTE;SERGIPE;519521,0189;443225,3955;448170,5923;407562,2582;407017,3722;396192,1096;400436,5882;389541,5031;359197,3168;363285,6188;348633,8822;369797,6815;4852581,337
TERRA;b;2018;REGIAO NORDESTE;BAHIA;958113,7952;846482,7614;905618,4204;865838,9052;878051,8778;864064,5784;879637,9261;892750,4861;847397,1674;888052,7943;864230,3073;895716,799;10585955,82
TERRA;b;2018;REGIAO SUDESTE;ESPIRITO SANTO;334759,4641;301159,4501;319399,8263;319660,0838;318310,5427;292760,1191;300523,2529;288109,8862;270195,1684;273610,9127;273230,76;296154,7079;3587874,174
TERRA;b;2019;REGIAO NORTE;AMAZONAS;602920,6818;556573,0218;623176,7633;572150,8684;580780,1103;556591,2622;581280,4647;576110,5554;549178,784;551797,6093;527820,9165;536113,2133;6814494,251
TERRA;b;2019;REGIAO NORDESTE;MARANHAO;735,555918;202,4851487;117,2467758;81,91414547;47,11162037;1730,481335;2650,983643;2912,298517;2869,79173;3062,446031;2687,084511;2567,570448;19664,96982
TERRA;b;2019;REGIAO NORDESTE;CEARA;29105,16488;24216,63649;27446,83132;26262,41607;26782,43869;25968,53727;26674,2854;26685,65109;25513,30598;26308,90405;25221,27011;26051,18538;316236,6267
TERRA;b;2019;REGIAO NORDESTE;RIO GRANDE DO NORTE;1109003,703;1011450,536;1078383,217;1021984,216;1042178,283;993925,623;1014889,75;1011907,599;969673,1423;1005716,019;972907,8912;967232,5152;12199252,5
TERRA;b;2019;REGIAO NORDESTE;ALAGOAS;76686,25818;67290,25797;74973,23227;70351,0533;68088,72652;68924,87354;72941,5452;85989,9516;90758,69477;93490,68343;105141,8828;92150,88465;966788,0442
TERRA;b;2019;REGIAO NORDESTE;SERGIPE;373803,5985;323939,3859;351764,3764;347059,9914;331206,5583;309712,0702;313839,8201;345356,5602;342727,5578;355020,4338;337832,469;354829,1975;4087092,019
TERRA;b;2019;REGIAO NORDESTE;BAHIA;870839,9517;786687,486;855267,6981;815893,479;841073,8746;801547,2151;845749,2856;877273,8027;878858,7307;873425,5556;826983,7047;845433,5253;10119034,31
TERRA;b;2019;REGIAO SUDESTE;ESPIRITO SANTO;304706,4885;255395,4247;274232,7829;257720,4183;259927,9705;255779,9055;270810,8224;308951,4395;317842,9246;333299,7314;313352,9665;319499,265;3471520,14
MAR;b;1997;REGIAO NORDESTE;CEARA;342404,6768;365456,8304;386257,2321;359808,5811;331724,5794;361903,0878;365060,5724;371117,6594;373771,9593;401302,4576;361852,7693;363324,5848;4383984,99
MAR;b;1997;REGIAO NORDESTE;RIO GRANDE DO NORTE;252303,1485;259756,5734;261819,6311;258404,2642;286928,5526;259008,086;270122,1803;261423,373;248655,0587;209576,4692;218916,8371;251825,123;3038739,297
MAR;b;1997;REGIAO NORDESTE;ALAGOAS;7761,62554;6346,41829;0;19309,7167;13787,26352;16982,487;16605,0984;16856,6908;16416,4041;15630,17785;21737,58336;19215,36955;170648,8351
MAR;b;1997;REGIAO NORDESTE;SERGIPE;209173,9214;217545,6585;210048,205;201745,6558;226760,2301;219231,3276;226294,7842;215551,7887;249422,4156;242975,3603;228917,635;243535,1534;2691202,135
MAR;b;1997;REGIAO NORDESTE;BAHIA;61652,71762;57998,33801;64061,71485;62652,79741;62445,23368;57010,83784;58054,9463;53708,68759;56740,37601;63407,57461;64583,76908;74949,37596;737266,369
MAR;b;1997;REGIAO SUDESTE;ESPIRITO SANTO;23052,15365;22813,14087;24341,5647;24322,69527;27870,14811;24687,50425;24152,8704;20316,0863;18649,28665;19812,9015;18328,50634;18756,21342;267103,0715
MAR;b;1997;REGIAO SUDESTE;RIO DE JANEIRO;17406690,66;18183859,58;18858768,77;18008883,36;18074674,77;18276955,06;19037927,72;18443804,85;17816899,48;15884682,43;17291989,68;20730786,05;218015922,4
MAR;b;1997;REGIAO SUDESTE;SAO PAULO;130934,9748;134186,8065;138797,2373;134457,2684;120103,922;140759,658;112235,3696;110046,5158;125349,6235;119739,113;119078,6829;116122,4722;1501811,644
MAR;b;1997;REGIAO SUL;PARANA;423499,1971;408919,4175;404780,7226;386313,8404;355701,3351;296055,0669;184329,1719;206852,9815;168956,8762;177127,3394;175171,2085;349210,2512;3536917,408
MAR;b;1998;REGIAO NORDESTE;CEARA;375847,5966;343379,5973;397132,3136;363450,381;342348,0685;326749,3397;344077,7662;341775,6958;302470,6731;348424,025;346449,0246;347172,3528;4179276,834
MAR;b;1998;REGIAO NORDESTE;RIO GRANDE DO NORTE;255831,7319;223841,7583;236169,7859;237572,4135;250730,696;239761,2674;257982,847;275732,6908;264379,5837;259555,2995;240251,8726;261102,5927;3002912,539
MAR;b;1998;REGIAO NORDESTE;ALAGOAS;19498,411;15391,16507;19366,32499;19058,1243;19995,30599;12629,93848;13290,36853;19630,49701;19058,1243;20580,25832;19429,22309;19838,06074;217765,8018
MAR;b;1998;REGIAO NORDESTE;SERGIPE;253617,7188;225131,1693;268543,438;295306,5795;336297,2713;310653,7159;373514,077;350575,14;328516,7763;311031,1045;327070,12;454294,1069;3834551,217
MAR;b;1998;REGIAO NORDESTE;BAHIA;83396,59079;68307,3366;70930,18737;67055,66441;68609,24748;61331,93731;63873,02055;55211,95218;16781,21308;17787,58268;17535,99028;17819,03173;608639,7545
MAR;b;1998;REGIAO SUDESTE;ESPIRITO SANTO;19001,51601;17359,8756;19089,57335;20756,373;19907,24865;17837,90116;15680,49633;15737,10462;14491,72224;14202,39098;13950,79858;13881,61067;201896,6112
MAR;b;1998;REGIAO SUDESTE;RIO DE JANEIRO;19745902,44;18603402,49;20928619,45;19888310,03;21725576,11;20973906,08;22109285,97;22723812,99;21231027,22;22716523,1;24265413,97;27041289,53;261953069,4
MAR;b;1998;REGIAO SUDESTE;SAO PAULO;115122,3924;116216,8194;75572,06715;110178,6018;122594,6867;116996,7558;110549,7006;106505,3527;94894,36347;95712,03877;89560,60459;98334,88954;1252238,273
MAR;b;1998;REGIAO SUL;PARANA;186115,4779;283940,8928;323811,9984;291180,4641;281141,9274;260869,8698;247736,7465;236427,6681;219709,3531;220482,9997;213979,3362;217665,1649;2983061,899
MAR;b;1999;REGIAO NORDESTE;CEARA;342719,1673;348518,3721;341876,3327;340656,1096;376728,17;340115,1859;335617,9718;321176,568;340310,1701;331938,4329;327774,5787;350833,0222;4098264,081
MAR;b;1999;REGIAO NORDESTE;RIO GRANDE DO NORTE;378055,3199;322384,2116;327195,9162;307307,537;325768,1293;310704,0344;365035,4132;374904,1251;377501,8166;394163,5233;381112,1675;374985,8926;4239118,086
MAR;b;1999;REGIAO NORDESTE;ALAGOAS;20668,31566;18844,27076;15233,91982;19750,0034;22228,18854;18020,30565;20473,33155;25083,76228;21460,83172;25932,88663;25096,3419;25542,91841;258335,0763
MAR;b;1999;REGIAO NORDESTE;SERGIPE;371822,1182;359682,7849;427486,9367;438368,308;460697,1335;452495,2212;463118,7103;430317,3512;427518,3857;418083,6707;409036,408;420555,8176;5079182,846
MAR;b;1999;REGIAO SUDESTE;ESPIRITO SANTO;14196,10117;12963,29841;14170,94193;13365,84625;13221,18062;11686,46698;11988,37786;11925,47976;10717,83624;12592,19962;9214,57165;12044,98615;148087,2866
MAR;b;1999;REGIAO SUDESTE;RIO DE JANEIRO;26938966,9;23047027,45;25372816,79;24981464,81;25228899,65;24267898,45;25821915,51;26274322,68;25676306,41;26176472,1;26428316,09;28677413,77;308891820,6
MAR;b;1999;REGIAO SUDESTE;SAO PAULO;85233,21531;67829,31104;91931,86296;92793,56693;97051,7683;95491,89542;90623,58248;73119,04125;67326,12624;71527,71932;65690,77564;64439,10345;963057,9683
MAR;b;1999;REGIAO SUL;PARANA;215803,3811;185423,5988;207437,9338;206098,2043;207205,2108;142992,5405;69049,53418;62696,82608;73257,41707;121588,3171;216092,7124;185926,7836;1893572,46
MAR;b;2000;REGIAO NORDESTE;CEARA;373174,4273;367846,9582;399843,2217;359802,2912;367450,7002;322270,995;318591,4561;98146,19524;309534,1297;372734,1406;349587,6398;387804,5254;4026786,68
MAR;b;2000;REGIAO NORDESTE;RIO GRANDE DO NORTE;352084,6944;330724,4996;373715,351;375765,829;425757,2389;361733,2629;359909,218;363978,7251;358053,7241;397163,7626;344807,3842;372903,9655;4416597,655
MAR;b;2000;REGIAO NORDESTE;ALAGOAS;23259,71738;21618,07697;24567,99786;23586,7875;21636,9464;23398,0932;23586,7875;24373,01375;23586,7875;24373,01375;12535,59133;25347,9343;271870,7474
MAR;b;2000;REGIAO NORDESTE;SERGIPE;424293,8517;382981,4991;409572,5514;389623,5384;407630,5726;390387,31;377473,4495;387702,9449;364564,7467;352210,3648;340467,4153;336963,9911;4563872,236
MAR;b;2000;REGIAO NORDESTE;BAHIA;138,37582;490,60518;748,48739;836,54473;1541,00345;2465,60552;4616,72054;188,6943;0;0;0;0;11026,03693
MAR;b;2000;REGIAO SUDESTE;ESPIRITO SANTO;12239,97026;11221,02104;12095,30463;11252,47009;10164,33296;10755,5751;10233,52087;3163,77443;3616,64075;4472,05491;5421,81622;4811,70465;99448,18591
MAR;b;2000;REGIAO SUDESTE;RIO DE JANEIRO;27795714,5;25095800,98;29009767,33;27247658,19;28118325,14;28642593,39;28956524,09;29569132,72;31668495,18;32941464,67;33491804,17;36213209,98;358750490,3
MAR;b;2000;REGIAO SUDESTE;SAO PAULO;56998,25822;62432,65406;44481,53632;41890,1346;53979,14942;40619,59298;44267,68278;42003,35118;41349,21094;41902,71422;46909,40298;49167,44477;566001,1325
MAR;b;2000;REGIAO SUL;PARANA;152427,2555;178624,3142;185455,0479;195518,7439;188266,5929;161220,4099;145080,7575;93208,69439;85428,19942;79912,03605;72659,88512;65219,03989;1603020,977
MAR;b;2001;REGIAO NORDESTE;CEARA;374432,3893;348229,0408;416278,4952;404485,1015;412297,0455;408164,6403;420052,3812;389150,5447;381539,8746;404271,2479;367796,6398;378350,9409;4705048,342
MAR;b;2001;REGIAO NORDESTE;RIO GRANDE DO NORTE;391345,6884;322969,1639;306898,6993;325975,6931;326491,4575;345316,8588;311339,3052;280689,0611;276820,8279;270323,4542;289450,7664;319975,2143;3767596,19
MAR;b;2001;REGIAO NORDESTE;ALAGOAS;25347,9343;22894,9084;25347,9343;24530,259;25347,9343;24530,259;25347,9343;25347,9343;24530,259;25347,9343;24530,259;25347,9343;298451,4845
MAR;b;2001;REGIAO NORDESTE;SERGIPE;323935,6561;292570,5122;318887,0772;303300,928;308590,6582;321560,2464;350958,8184;338737,7176;321610,5649;332108,2578;314914,9993;332649,1815;3859824,618
MAR;b;2001;REGIAO SUDESTE;ESPIRITO SANTO;5176,51363;4931,21104;4874,60275;5239,41173;4773,96579;5019,26838;4610,43073;5428,10603;4805,41484;5371,49774;3635,51018;8472,37407;62338,30691
MAR;b;2001;REGIAO SUDESTE;RIO DE JANEIRO;33085526,48;30587855,5;31528968,33;30605341,18;29450739,62;31250354,9;32686356,26;32110631,09;31452377,31;28631466,71;32678368,21;36397576,89;380465562,5
MAR;b;2001;REGIAO SUDESTE;SAO PAULO;48846,66446;47469,19607;48764,89693;38676,04169;38191,72632;44173,33563;48620,2313;57545,47169;42720,38952;59388,38602;39512,58642;44840,05549;558748,9815
MAR;b;2001;REGIAO SUL;PARANA;60363,30657;50173,81437;77565,93692;93347,07021;131431,8698;84145,07818;97523,50405;88510,20632;81811,55867;77742,0516;67778,99256;63476,76252;973870,1517
MAR;b;2002;REGIAO NORDESTE;CEARA;357292,6571;334378,8792;362267,8968;306892,4095;359034,9344;350354,9966;362450,3013;356298,8671;313924,4171;339618,291;369262,1655;395522,1222;4207297,938
MAR;b;2002;REGIAO NORDESTE;RIO GRANDE DO NORTE;303986,5173;313201,089;349946,159;335831,8253;328082,7794;293413,3467;295268,8406;379105,7181;278940,4939;309112,7125;318402,7618;305011,7563;3810304
MAR;b;2002;REGIAO NORDESTE;ALAGOAS;25347,9343;22894,9084;25347,9343;24360,43413;23234,55814;24530,259;25347,9343;21668,39545;21309,87628;23398,0932;21007,9654;19026,67525;277474,9682
MAR;b;2002;REGIAO NORDESTE;SERGIPE;332913,3535;299489,3032;321868,4471;241201,6339;185241,1943;228257,2049;281204,8255;306691,1356;290476,0054;267480,4601;240321,0605;255422,8943;3250567,518
MAR;b;2002;REGIAO SUDESTE;ESPIRITO SANTO;11592,11983;9384,39652;10529,14194;10076,27562;10019,66733;9095,06526;8044,66699;11076,35541;10667,51776;120330,3551;467861,227;459124,681;1137801,47
MAR;b;2002;REGIAO SUDESTE;RIO DE JANEIRO;36814943,52;33014961,1;37402940,12;36682373,19;38163340,41;37444239,01;37323663,35;38722190,03;37091909,01;37996503,2;34094311,36;33539613,02;438290987,3
MAR;b;2002;REGIAO SUDESTE;SAO PAULO;57356,77739;53840,7736;55174,21332;49727,23786;46236,39331;35065,69075;48481,85548;50765,05651;45582,25307;42852,47553;44902,95359;47764,81714;577750,4976
MAR;b;2002;REGIAO SUL;PARANA;57809,64371;24291,24622;7843,39307;42298,97225;160616,5882;54520,07308;1893,23281;0;0;0;0;0;349273,1493
MAR;b;2003;REGIAO NORDESTE;CEARA;427417,7487;393484,2238;390559,4621;392163,3637;403478,7319;366670,7638;364796,4004;357154,2812;350266,9393;382854,4449;290664,6997;299596,2299;4419107,289
MAR;b;2003;REGIAO NORDESTE;RIO GRANDE DO NORTE;340366,7783;306118,7629;349814,073;334510,9652;335360,0896;304470,8327;307791,8524;329497,9867;334039,2295;339071,0775;310773,2223;325453,6388;3917268,509
MAR;b;2003;REGIAO NORDESTE;ALAGOAS;16573,64935;14969,7478;16573,64935;16039,0155;16573,64935;16039,0155;15384,87526;16573,64935;15447,77336;13711,7858;15535,8307;16447,85315;189870,4945
MAR;b;2003;REGIAO NORDESTE;SERGIPE;266669,0746;239679,4999;238912,143;161679,5661;225992,8733;209419,224;193914,8423;225142,2394;230175,597;243556,7903;203646,4363;211356,2967;2650144,583
MAR;b;2003;REGIAO SUDESTE;ESPIRITO SANTO;568391,2603;487900,5617;555050,5733;509851,9986;577278,7618;292230,8624;565340,7024;639692,5464;659656,4034;592116,4236;585222,7918;583901,9317;6616634,817
MAR;b;2003;REGIAO SUDESTE;RIO DE JANEIRO;38261952,05;35470798,54;38489215,46;37625813,24;37797223,15;33308361,86;37964255,34;38966990,06;37092870,98;37681193,13;36179825,99;37398569,89;446237069,7
MAR;b;2003;REGIAO SUDESTE;SAO PAULO;49123,4161;53224,37222;47393,71835;43896,58399;41946,74289;37959,00335;38292,36328;48444,11662;41544,19505;57495,15321;42846,18572;32071,74119;534237,592
MAR;b;2003;REGIAO SUL;PARANA;0;57388,22644;0;0;94743,40803;179328,7729;158195,0113;314176,0095;319855,7079;256643,1174;209092,1538;187423,7584;1776846,166
MAR;b;2004;REGIAO NORDESTE;CEARA;351480,8726;312861,4392;328856,426;280865,1757;310370,6745;384540,114;391918,0611;369601,8152;364318,3748;341102,6861;360777,2118;379615,1927;4176308,044
MAR;b;2004;REGIAO NORDESTE;RIO GRANDE DO NORTE;356456,1123;329479,1172;340693,8485;353971,6374;364551,0978;391156,9941;407139,4013;371690,0321;365960,0152;358009,6954;340498,8644;339045,9182;4318652,734
MAR;b;2004;REGIAO NORDESTE;ALAGOAS;16573,64935;15504,38165;16573,64935;14938,29875;729,61796;9258,60032;21448,2521;21448,2521;20410,43345;20378,9844;19592,75815;19498,411;196355,2886
MAR;b;2004;REGIAO NORDESTE;SERGIPE;222042,8726;200821,8085;214432,2025;196676,0689;214506,611;224753,7807;214325,2758;207186,3414;200204,6523;212655,5199;209441,6786;212768,6736;2529815,486
MAR;b;2004;REGIAO SUDESTE;ESPIRITO SANTO;7811,94402;7956,60965;7610,6701;234389,7697;662140,8783;619678,371;608482,5092;491051,7565;481535,274;281871,5453;483038,5386;521393,8;4406961,666
MAR;b;2004;REGIAO SUDESTE;RIO DE JANEIRO;37283050,05;34750184,32;37958921,58;35684784,17;35571127,68;36025320,77;38280651,65;38042840,23;37530237,38;38378620,98;35564793,71;38084301,59;443154834,1
MAR;b;2004;REGIAO SUDESTE;SAO PAULO;44915,53321;50356,21886;46815,05583;42198,33529;48852,95427;46890,53355;41758,04859;42990,85135;42066,24928;39877,3954;12491,56266;49286,95116;508499,6895
MAR;b;2004;REGIAO SUL;PARANA;164465,9519;209708,5552;260649,7264;214853,6198;221187,4585;263203,3893;285871,8645;269449,1706;268964,8552;206475,5929;190788,8067;236974,8816;2792593,872
MAR;b;2005;REGIAO NORDESTE;CEARA;378508,1862;288670,83;335139,9462;336806,7459;300766,1346;298162,1532;335228,0036;337806,8257;303986,5173;300904,5104;293897,6621;286368,7595;3796246,275
MAR;b;2005;REGIAO NORDESTE;RIO GRANDE DO NORTE;346606,2699;319082,0613;347153,4833;330674,1811;358512,8802;339800,6954;355040,9051;336769,007;341750,5365;363802,6104;353235,7296;360223,7085;4152652,068
MAR;b;2005;REGIAO NORDESTE;ALAGOAS;19309,7167;13139,41309;13900,4801;12881,53088;15944,66835;15743,39443;16680,57612;16787,50289;16290,6079;16649,12707;14409,95471;14655,2573;186392,2295
MAR;b;2005;REGIAO NORDESTE;SERGIPE;192646,565;185080,4897;197038,7393;182461,4128;176560,0614;186631,2423;209463,2526;207236,6599;197053,4575;194682,1991;184700,2707;193883,3933;2307437,744
MAR;b;2005;REGIAO SUDESTE;ESPIRITO SANTO;540433,0548;476994,0312;610073,8311;587229,2412;271235,4766;532482,735;321302,3642;570297,0727;549043,8047;475773,808;494794,1935;515638,6238;5945298,237
MAR;b;2005;REGIAO SUDESTE;RIO DE JANEIRO;38224071,1;34432564,39;39507275,18;42356473,32;44524694,98;43064744,04;44147037,93;42251867,86;42261547,88;43849938,76;42554571,26;44595824,49;501770611,2
MAR;b;2005;REGIAO SUDESTE;SAO PAULO;48142,20574;41984,48175;45569,67345;44462,66689;46783,60678;45110,51732;41072,4593;46110,59711;43336,7909;39386,79022;36430,57952;35694,67175;514085,0407
MAR;b;2005;REGIAO SUL;PARANA;255139,8528;243434,5164;216985,8654;197789,3653;255158,7223;258133,8024;245887,5423;228200,5966;154144,3737;218011,1044;204003,6975;141797,4766;2618686,916
MAR;b;2006;REGIAO NORDESTE;CEARA;290480,4083;261681,2552;290620,6711;273122,4196;271958,8048;259058,4045;291752,8369;262329,1057;252435,2345;268782,4507;260832,1309;266625,0459;3249678,768
MAR;b;2006;REGIAO NORDESTE;RIO GRANDE DO NORTE;317327,2043;279978,3125;343480,2343;326195,8364;320101,0105;311590,8976;319912,3162;322176,6478;307018,2057;312723,0634;291639,6203;278732,9302;3730876,279
MAR;b;2006;REGIAO NORDESTE;ALAGOAS;14682,93246;13592,27941;5415,52641;14258,99927;15523,25108;14089,1744;15309,39754;14655,2573;14152,0725;13938,21896;13258,91948;13365,84625;162241,8751
MAR;b;2006;REGIAO NORDESTE;SERGIPE;180773,5423;171233,7874;197537,7729;191858,0744;195852,1038;192807,8357;192877,0237;197242,1518;198235,9418;191990,1604;190140,9563;199500,1936;2300049,544
MAR;b;2006;REGIAO SUDESTE;ESPIRITO SANTO;195249,54;481780,5766;733354,1071;736008,407;1623035,152;2132365,096;2051188,809;1613732,523;1740837,004;1835416,876;1727936,603;1888175,803;16759080,5
MAR;b;2006;REGIAO SUDESTE;RIO DE JANEIRO;44965622,3;40525248,79;44768072,14;44486800,07;45523737,9;40032994,36;44456917,75;44177022,28;43552821,97;45836298,31;44594372,87;46706285,45;529626194,2
MAR;b;2006;REGIAO SUDESTE;SAO PAULO;39575,48452;37575,32494;39135,19782;32832,8082;33530,97711;40839,73633;41047,30006;38902,47485;38625,72321;39990,61198;37902,39506;36971,50318;456929,5373
MAR;b;2006;REGIAO SUL;PARANA;229942,874;121921,677;137344,2912;186889,1245;183461,1781;148735,1371;146300,9806;130205,3568;100385,3676;96347,30958;94435,20734;94391,17867;1670359,682
MAR;b;2007;REGIAO NORDESTE;CEARA;255372,5758;251252,7503;254070,5851;266014,9343;260593,1181;243120,0259;242881,0132;253133,4035;256278,3085;274348,9326;259215,6497;281242,5643;3097523,861
MAR;b;2007;REGIAO NORDESTE;RIO GRANDE DO NORTE;284035,24;262568,1185;274707,4518;274952,7543;275449,6493;255919,7893;254605,219;259611,9078;245459,8353;267857,8487;236918,2733;249170,8232;3141256,91
MAR;b;2007;REGIAO NORDESTE;ALAGOAS;11183,28218;9912,74056;10636,06871;10258,68011;10868,79168;10447,37441;10296,41897;10868,79168;10667,51776;10686,38719;10051,11638;10308,99859;126186,1682
MAR;b;2007;REGIAO NORDESTE;SERGIPE;204494,3027;182712,6907;191361,1794;160119,6932;73433,53175;173988,7242;197135,225;196663,4893;193556,3231;400642,0276;398453,1737;359827,4505;2732387,811
